product_name,total_sales
esporte_lazer,189.9
beleza_saude,46.9
relogios_presentes,387.0
beleza_saude,28.99
informatica_acessorios,169.5
construcao_ferramentas_construcao,161.99
utilidades_domesticas,31.9
bebes,165.0
esporte_lazer,50.36
perfumaria,623.98
relogios_presentes,189.0
utilidades_domesticas,6262.0
informatica_acessorios,49.8
utilidades_domesticas,43.56
fashion_bolsas_e_acessorios,13.3
esporte_lazer,480.0
informatica_acessorios,19.9
esporte_lazer,179.0
bebes,539.2
perfumaria,659.8
eletronicos,15.9
fashion_bolsas_e_acessorios,39.8
perfumaria,175.9
pet_shop,38.33
beleza_saude,143.99
alimentos,89.49
automotivo,27.0
relogios_presentes,335.0
construcao_ferramentas_jardim,172.7
malas_acessorios,2542.0
informatica_acessorios,59.8
telefonia,34.99
automotivo,439.0
eletrodomesticos_2,360.0
moveis_decoracao,148.0
utilidades_domesticas,178.0
moveis_decoracao,118.75
brinquedos,69.9
beleza_saude,2073.6
livros_interesse_geral,119.9
beleza_saude,14.5
moveis_escritorio,802.96
beleza_saude,434.89
bebes,354.0
beleza_saude,130.0
utilidades_domesticas,42.4
fashion_calcados,349.9
instrumentos_musicais,15.9
cama_mesa_banho,365.38
esporte_lazer,125.8
automotivo,145.99
cool_stuff,79.99
artigos_de_festas,219.0
fashion_bolsas_e_acessorios,719.1
beleza_saude,50.0
pet_shop,648.0
cama_mesa_banho,71.99
brinquedos,959.8
flores,49.9
moveis_decoracao,142.0
bebes,1999.0
beleza_saude,291.9
livros_interesse_geral,4686.099999999999
utilidades_domesticas,1074.0
automotivo,417.9
papelaria,2.29
moveis_escritorio,210.9
beleza_saude,60.5
consoles_games,254.99
construcao_ferramentas_construcao,282.0
eletroportateis,15.0
beleza_saude,269.0
beleza_saude,80.0
esporte_lazer,244.95000000000002
eletrodomesticos,325.49
cool_stuff,13.0
portateis_casa_forno_e_cafe,46.8
brinquedos,59.99
fashion_bolsas_e_acessorios,48.9
moveis_decoracao,11.9
informatica_acessorios,39.9
beleza_saude,84.5
beleza_saude,22.4
utilidades_domesticas,159.6
moveis_decoracao,102.5
papelaria,99.9
informatica_acessorios,59.0
cama_mesa_banho,436.0
moveis_decoracao,179.96
esporte_lazer,110.0
cama_mesa_banho,58.99
bebes,899.9
instrumentos_musicais,397.79
cama_mesa_banho,46.9
perfumaria,49.9
livros_interesse_geral,119.98
eletrodomesticos_2,139.0
relogios_presentes,272.83000000000004
moveis_decoracao,79.9
cama_mesa_banho,184.95000000000002
esporte_lazer,99.9
cool_stuff,1774.4
beleza_saude,108.1
eletrodomesticos,145.0
pet_shop,109.9
construcao_ferramentas_iluminacao,79.8
cama_mesa_banho,453.8
casa_construcao,80.0
esporte_lazer,199.8
automotivo,29.7
esporte_lazer,229.9
artigos_de_natal,6.0
informatica_acessorios,809.9
moveis_decoracao,18.5
ferramentas_jardim,529.0
beleza_saude,149.62
utilidades_domesticas,134.7
pet_shop,149.9
telefonia,14.9
brinquedos,106.99
utilidades_domesticas,67.98
esporte_lazer,44.33
eletronicos,59.99
bebes,178.5
cool_stuff,134.9
moveis_decoracao,675.0
perfumaria,85.0
alimentos,55.0
construcao_ferramentas_seguranca,1106.99
fashion_bolsas_e_acessorios,44.5
brinquedos,6151.2
fashion_bolsas_e_acessorios,34.9
casa_construcao,556.5
esporte_lazer,218.78
cool_stuff,1258.0
eletrodomesticos,35.0
moveis_decoracao,299.0
utilidades_domesticas,2700.0
utilidades_domesticas,76.0
beleza_saude,239.96999999999997
perfumaria,39.5
utilidades_domesticas,59.9
papelaria,68.16
telefonia,393.39
esporte_lazer,140.0
cama_mesa_banho,236.99
relogios_presentes,245.0
eletronicos,4649.4800000000005
pet_shop,99.9
cama_mesa_banho,373.5
brinquedos,80.0
relogios_presentes,117.0
fashion_bolsas_e_acessorios,269.99
informatica_acessorios,161.29999999999998
cool_stuff,259.98
telefonia,524.79
automotivo,114.38
moveis_decoracao,98.0
casa_conforto,118.9
beleza_saude,421.79999999999995
papelaria,15.45
brinquedos,92.4
moveis_decoracao,432.9
brinquedos,46.6
informatica_acessorios,93.24
relogios_presentes,259.0
automotivo,1138.8
esporte_lazer,55.49
esporte_lazer,99.99
automotivo,96.0
telefonia,139.95
cama_mesa_banho,119.9
relogios_presentes,189.0
papelaria,158.0
construcao_ferramentas_iluminacao,79.0
cama_mesa_banho,74.9
pet_shop,117.0
utilidades_domesticas,239.70000000000002
relogios_presentes,219.0
beleza_saude,210.0
utilidades_domesticas,469.7
utilidades_domesticas,65.0
utilidades_domesticas,30.0
informatica_acessorios,372.0
moveis_decoracao,159.96
fashion_esporte,89.9
market_place,347.88
beleza_saude,149.9
automotivo,339.0
moveis_decoracao,300.0
relogios_presentes,2026.0
cama_mesa_banho,186.0
bebes,112.39999999999999
moveis_decoracao,150.2
perfumaria,49.84
malas_acessorios,149.0
moveis_decoracao,49.9
cool_stuff,109.9
informatica_acessorios,671.8
relogios_presentes,10330.77
moveis_decoracao,220.0
beleza_saude,989.5
alimentos,70.0
moveis_decoracao,169.9
consoles_games,299.70000000000005
ferramentas_jardim,216.2
eletronicos,36.8
cama_mesa_banho,23.99
beleza_saude,59.4
papelaria,166.0
perfumaria,53.9
cama_mesa_banho,123.99000000000001
automotivo,9.99
papelaria,1199.4
esporte_lazer,119.69999999999999
instrumentos_musicais,189.9
beleza_saude,69.9
moveis_decoracao,14.9
eletrodomesticos_2,599.98
papelaria,84.0
beleza_saude,1434.1599999999999
esporte_lazer,10.8
cool_stuff,113.3
moveis_escritorio,85.0
utilidades_domesticas,224.95000000000002
artes,13.0
eletrodomesticos_2,269.0
cool_stuff,379.9
relogios_presentes,152.0
moveis_decoracao,129.8
relogios_presentes,596.0
fashion_underwear_e_moda_praia,59.8
informatica_acessorios,85.69999999999999
esporte_lazer,24.9
fashion_roupa_masculina,24.9
automotivo,11.97
fashion_bolsas_e_acessorios,12.99
pet_shop,419.0
papelaria,159.9
esporte_lazer,79.99
casa_construcao,129.95
esporte_lazer,37.8
beleza_saude,30.0
informatica_acessorios,19.9
cama_mesa_banho,41.99
automotivo,795.95
moveis_decoracao,147.0
cama_mesa_banho,67.99
moveis_cozinha_area_de_servico_jantar_e_jardim,509.0
malas_acessorios,37.9
livros_interesse_geral,18.9
moveis_decoracao,489.4
esporte_lazer,349.49
utilidades_domesticas,479.8
automotivo,37.8
cool_stuff,65.0
brinquedos,279.6
telefonia,21.99
relogios_presentes,39.9
esporte_lazer,726.0
esporte_lazer,202.79999999999998
moveis_decoracao,59.9
esporte_lazer,1545.1
cool_stuff,197.62
consoles_games,399.0
papelaria,99.8
brinquedos,69.99
beleza_saude,27.99
beleza_saude,124.9
esporte_lazer,162.89
esporte_lazer,471.70000000000005
portateis_casa_forno_e_cafe,26.479999999999997
moveis_decoracao,1690.0
automotivo,3472.0
cama_mesa_banho,38.9
esporte_lazer,61.0
eletrodomesticos,23.6
moveis_decoracao,270.0
esporte_lazer,45.9
malas_acessorios,889.9
relogios_presentes,97.99
ferramentas_jardim,97.9
automotivo,538.47
consoles_games,14.99
eletronicos,199.9
pet_shop,172.8
automotivo,717.96
beleza_saude,112.99
automotivo,58.5
cama_mesa_banho,27.98
informatica_acessorios,710.0
casa_construcao,139.5
utilidades_domesticas,785.4
sinalizacao_e_seguranca,17.1
brinquedos,437.8
cama_mesa_banho,209.91
cama_mesa_banho,89.9
telefonia,39.9
alimentos_bebidas,29.9
moveis_decoracao,419.98
ferramentas_jardim,25.5
utilidades_domesticas,39.6
utilidades_domesticas,262.0
beleza_saude,38.0
perfumaria,200.0
beleza_saude,2578.88
esporte_lazer,539.8
moveis_decoracao,269.72
cool_stuff,444.0
eletrodomesticos,40.8
telefonia,111.96
informatica_acessorios,175.91
construcao_ferramentas_iluminacao,169.0
construcao_ferramentas_construcao,249.9
moveis_cozinha_area_de_servico_jantar_e_jardim,299.0
malas_acessorios,579.9499999999999
beleza_saude,1069.0
fashion_bolsas_e_acessorios,20.3
eletrodomesticos,105.0
moveis_escritorio,486.97
automotivo,28.99
alimentos,2548.3
esporte_lazer,239.8
cama_mesa_banho,1639.3
sinalizacao_e_seguranca,54.28
cama_mesa_banho,68.9
brinquedos,89.88
utilidades_domesticas,47.25
relogios_presentes,5586.0
informatica_acessorios,242.0
pet_shop,29.99
cool_stuff,89.9
beleza_saude,214.5
beleza_saude,89.9
beleza_saude,59.9
esporte_lazer,49.99
moveis_decoracao,279.96
brinquedos,299.99
relogios_presentes,319.9
informatica_acessorios,238.0
cool_stuff,139.9
consoles_games,32.49
automotivo,59.9
telefonia,39.9
bebes,999.98
moveis_cozinha_area_de_servico_jantar_e_jardim,932.0
cama_mesa_banho,35.15
utilidades_domesticas,48.300000000000004
utilidades_domesticas,237.2
cama_mesa_banho,53.0
informatica_acessorios,222.98
pet_shop,85.98
cool_stuff,6509.28
esporte_lazer,99.9
relogios_presentes,238.0
papelaria,120.0
telefonia,29.99
eletronicos,17.89
eletronicos,59.99
automotivo,119.94
utilidades_domesticas,156.0
utilidades_domesticas,66.0
moveis_decoracao,89.9
informatica_acessorios,8.9
beleza_saude,29.9
beleza_saude,169.9
esporte_lazer,758.7
cama_mesa_banho,23.99
pet_shop,16.99
ferramentas_jardim,209.70000000000002
eletrodomesticos,36.75
utilidades_domesticas,15.9
eletronicos,379.5
utilidades_domesticas,249.0
cama_mesa_banho,449.70000000000005
relogios_presentes,719.7
esporte_lazer,78.99
beleza_saude,59.699999999999996
cool_stuff,439.98
telefonia,27.99
industria_comercio_e_negocios,268.0
beleza_saude,3740.0
moveis_decoracao,26.0
perfumaria,46.9
utilidades_domesticas,161.57
la_cuisine,396.0
automotivo,69.9
alimentos_bebidas,39.9
perfumaria,81.0
moveis_escritorio,179.9
cama_mesa_banho,78.25
informatica_acessorios,449.70000000000005
fashion_bolsas_e_acessorios,58.0
telefonia,20.0
automotivo,148.0
esporte_lazer,19.9
telefonia,167.94
papelaria,199.2
utilidades_domesticas,185.39999999999998
eletronicos,107.94
telefonia_fixa,32.9
utilidades_domesticas,215.0
ferramentas_jardim,298.0
cama_mesa_banho,69.9
esporte_lazer,239.60000000000002
fashion_bolsas_e_acessorios,69.9
utilidades_domesticas,186.4
automotivo,643.88
moveis_decoracao,296.0
relogios_presentes,630.0
casa_conforto,177.9
moveis_cozinha_area_de_servico_jantar_e_jardim,440.0
perfumaria,209.60000000000002
cama_mesa_banho,79.6
ferramentas_jardim,540.5
ferramentas_jardim,498.0
relogios_presentes,105.0
informatica_acessorios,87.0
moveis_decoracao,79.9
fashion_bolsas_e_acessorios,79.9
construcao_ferramentas_construcao,155.0
brinquedos,224.89
utilidades_domesticas,105.8
relogios_presentes,148.85
cama_mesa_banho,81.99
perfumaria,163.09
brinquedos,299.98
pet_shop,899.0
brinquedos,384.6
informatica_acessorios,119.99
cama_mesa_banho,169.9
informatica_acessorios,240.0
beleza_saude,95.0
moveis_escritorio,856.6800000000001
telefonia,19.9
cama_mesa_banho,177.3
ferramentas_jardim,329.0
brinquedos,6.9
telefonia,335.88
moveis_decoracao,157.4
cama_mesa_banho,175.0
automotivo,66.0
informatica_acessorios,210.0
beleza_saude,1733.0
bebes,399.99
perfumaria,4018.29
utilidades_domesticas,166.9
cama_mesa_banho,222.98
beleza_saude,349.93
moveis_decoracao,119.99
informatica_acessorios,543.0
perfumaria,328.5
cool_stuff,139.9
informatica_acessorios,93.9
cama_mesa_banho,222.0
pet_shop,149.97
cama_mesa_banho,257.8
esporte_lazer,239.8
informatica_acessorios,585.0
moveis_decoracao,19.99
beleza_saude,2258.2000000000003
bebes,192.39999999999998
fashion_bolsas_e_acessorios,79.9
moveis_decoracao,132.2
moveis_sala,139.9
brinquedos,45.9
beleza_saude,5557.05
eletronicos,693.0
eletronicos,9.0
automotivo,82.99
moveis_decoracao,320.0
utilidades_domesticas,540.28
utilidades_domesticas,627.8
esporte_lazer,899.99
livros_interesse_geral,32.0
esporte_lazer,185.96
utilidades_domesticas,99.0
malas_acessorios,59.9
construcao_ferramentas_construcao,378.0
instrumentos_musicais,235.0
cama_mesa_banho,145.99
cama_mesa_banho,99.9
brinquedos,41.99
pet_shop,15.9
cama_mesa_banho,797.8
informatica_acessorios,559.0
utilidades_domesticas,31.9
automotivo,129.9
utilidades_domesticas,450.0
papelaria,169.9
beleza_saude,79.9
cama_mesa_banho,49.9
livros_interesse_geral,79.8
brinquedos,51.98
brinquedos,6.9
eletroportateis,270.0
relogios_presentes,319.9
casa_construcao,8.97
pet_shop,21.9
cool_stuff,419.98
moveis_decoracao,47.0
cama_mesa_banho,53.699999999999996
esporte_lazer,4295.0
casa_construcao,482.0
cama_mesa_banho,109.9
moveis_decoracao,129.0
ferramentas_jardim,1018.0
artigos_de_natal,114.0
beleza_saude,54.49
beleza_saude,69.43
bebes,125.0
automotivo,35.96
pet_shop,89.9
relogios_presentes,599.9
moveis_decoracao,149.5
perfumaria,985.59
perfumaria,59.58
brinquedos,539.97
brinquedos,73.0
esporte_lazer,115.0
fashion_roupa_masculina,131.0
esporte_lazer,98.4
perfumaria,14.8
bebes,12.9
papelaria,134.49
construcao_ferramentas_iluminacao,6319.75
pet_shop,59.9
pet_shop,271.98
automotivo,305.0
esporte_lazer,469.6
bebes,232.9
fashion_bolsas_e_acessorios,168.0
beleza_saude,72.0
fashion_calcados,84.9
ferramentas_jardim,49.9
esporte_lazer,299.70000000000005
brinquedos,49.9
bebes,801.6
brinquedos,3406.88
cool_stuff,99.8
automotivo,98.98
informatica_acessorios,1383.3
utilidades_domesticas,153.0
beleza_saude,124.9
instrumentos_musicais,640.0
cama_mesa_banho,60.0
bebes,97.8
fashion_bolsas_e_acessorios,74.97
utilidades_domesticas,360.8
beleza_saude,74.98
esporte_lazer,31.5
automotivo,398.0
moveis_decoracao,99.0
cama_mesa_banho,86.0
informatica_acessorios,2208.0
informatica_acessorios,33.8
papelaria,129.0
tablets_impressao_imagem,1543.7
esporte_lazer,794.0
utilidades_domesticas,1739.8
brinquedos,82.9
utilidades_domesticas,173.0
informatica_acessorios,119.69999999999999
cool_stuff,46.89
fashion_calcados,1219.1999999999998
construcao_ferramentas_construcao,199.8
construcao_ferramentas_seguranca,54.9
moveis_cozinha_area_de_servico_jantar_e_jardim,288.0
cama_mesa_banho,51.9
eletrodomesticos_2,1079.9
pcs,9399.97
moveis_escritorio,401.34
artigos_de_festas,19.99
cama_mesa_banho,43.0
moveis_decoracao,93.9
utilidades_domesticas,235.6
perfumaria,57.9
brinquedos,41.9
artigos_de_natal,11.62
esporte_lazer,22.59
cama_mesa_banho,52.0
esporte_lazer,209.0
automotivo,24.79
utilidades_domesticas,336.0
informatica_acessorios,1437.2
artigos_de_natal,31.62
consoles_games,79.8
bebes,498.0
moveis_decoracao,25.98
moveis_decoracao,39.99
utilidades_domesticas,463.9
relogios_presentes,197.99
telefonia,39.8
informatica_acessorios,130.0
moveis_decoracao,134.7
relogios_presentes,1039.0
consoles_games,317.98
esporte_lazer,541.4
cool_stuff,399.99
esporte_lazer,84.9
perfumaria,269.70000000000005
cool_stuff,81.8
cama_mesa_banho,99.9
informatica_acessorios,2498.8900000000003
esporte_lazer,735.6999999999999
cama_mesa_banho,159.99
fashion_bolsas_e_acessorios,1179.4
informatica_acessorios,270.0
esporte_lazer,4970.0
malas_acessorios,630.36
ferramentas_jardim,270.4
consoles_games,239.99
esporte_lazer,489.3
fashion_bolsas_e_acessorios,40.6
brinquedos,268.0
beleza_saude,102.99
cool_stuff,149.9
pet_shop,124.88
cama_mesa_banho,129.89
beleza_saude,99.9
construcao_ferramentas_jardim,29.45
automotivo,59.0
esporte_lazer,1066.0
moveis_decoracao,189.9
beleza_saude,58.0
utilidades_domesticas,384.0
esporte_lazer,59.78
eletronicos,56.699999999999996
cama_mesa_banho,333.78
moveis_decoracao,1390.55
brinquedos,229.99
informatica_acessorios,38.9
utilidades_domesticas,106.0
fashion_bolsas_e_acessorios,89.9
utilidades_domesticas,426.95
bebes,64.9
cool_stuff,259.98
moveis_decoracao,119.0
automotivo,14.0
livros_importados,77.99
informatica_acessorios,44.9
esporte_lazer,584.0
automotivo,69.9
brinquedos,104.9
ferramentas_jardim,277.8
perfumaria,139.8
casa_conforto,14484.890000000001
beleza_saude,90.8
moveis_decoracao,522.8000000000001
moveis_decoracao,49.0
utilidades_domesticas,86.98
telefonia,46.89
moveis_decoracao,79.6
relogios_presentes,129.99
moveis_decoracao,295.0
informatica_acessorios,2945.0
bebes,39.9
perfumaria,18.89
esporte_lazer,89.9
esporte_lazer,145.0
utilidades_domesticas,85.71
brinquedos,500.0
esporte_lazer,35.0
cama_mesa_banho,85.5
esporte_lazer,24.9
papelaria,378.9
perfumaria,85.0
climatizacao,233.99
instrumentos_musicais,283.02
utilidades_domesticas,28.9
esporte_lazer,62.120000000000005
fashion_bolsas_e_acessorios,129.97
bebes,280.0
esporte_lazer,459.0
beleza_saude,61.0
eletronicos,736.5699999999999
utilidades_domesticas,62.8
fashion_bolsas_e_acessorios,29.9
relogios_presentes,1949.9
telefonia,34.9
automotivo,767.0
eletrodomesticos,55.5
moveis_escritorio,399.9
esporte_lazer,699.0
automotivo,434.79999999999995
beleza_saude,119.8
cama_mesa_banho,104.9
cool_stuff,429.0
moveis_sala,278.0
eletrodomesticos_2,257.19
artigos_de_festas,109.0
utilidades_domesticas,32.04
fashion_bolsas_e_acessorios,79.0
fashion_bolsas_e_acessorios,1080.0
informatica_acessorios,270.0
esporte_lazer,2177.19
cama_mesa_banho,124.9
alimentos_bebidas,10.9
consoles_games,1439.76
esporte_lazer,3782.7
beleza_saude,98.0
esporte_lazer,405.8
automotivo,698.0
ferramentas_jardim,29.9
moveis_decoracao,75.07
utilidades_domesticas,57.0
cama_mesa_banho,6923.33
utilidades_domesticas,39.9
papelaria,61.97
moveis_decoracao,1455.33
construcao_ferramentas_construcao,3080.0
malas_acessorios,75.0
automotivo,69.0
esporte_lazer,199.8
ferramentas_jardim,1499.0
livros_tecnicos,112.0
eletrodomesticos,170.1
moveis_escritorio,1188.8500000000001
cama_mesa_banho,79.98
moveis_decoracao,14.9
beleza_saude,29.9
utilidades_domesticas,314.84
moveis_cozinha_area_de_servico_jantar_e_jardim,225.9
instrumentos_musicais,894.0
cama_mesa_banho,35.0
moveis_decoracao,159.9
construcao_ferramentas_construcao,121.9
cama_mesa_banho,43.0
moveis_decoracao,14.9
cama_mesa_banho,79.5
automotivo,109.79
beleza_saude,149.99
utilidades_domesticas,68.9
cool_stuff,189.9
esporte_lazer,18.0
cama_mesa_banho,387.0
relogios_presentes,149.0
informatica_acessorios,15.9
esporte_lazer,60.0
cool_stuff,107.91
moveis_decoracao,69.9
pet_shop,69.2
brinquedos,69.9
cama_mesa_banho,139.9
esporte_lazer,229.8
fashion_bolsas_e_acessorios,59.9
ferramentas_jardim,21056.8
livros_tecnicos,265.82
esporte_lazer,812.0
moveis_decoracao,146.01
telefonia,359.92
relogios_presentes,199.9
papelaria,219.8
construcao_ferramentas_ferramentas,90.0
eletronicos,19.8
esporte_lazer,2021.0
informatica_acessorios,13.95
cama_mesa_banho,306.0
construcao_ferramentas_construcao,169.0
moveis_decoracao,45.9
beleza_saude,44.5
ferramentas_jardim,1510.0
moveis_quarto,179.98
market_place,35.9
pet_shop,328.98
utilidades_domesticas,79.6
cama_mesa_banho,200.0
construcao_ferramentas_jardim,87.35
telefonia,569.85
esporte_lazer,107.98
beleza_saude,114.9
moveis_decoracao,99.99
cama_mesa_banho,1834.6
automotivo,116.25
moveis_decoracao,254.70000000000002
moveis_decoracao,175.04
cama_mesa_banho,165.60000000000002
automotivo,37.9
moveis_escritorio,279.9
fashion_bolsas_e_acessorios,119.8
utilidades_domesticas,38.92
fashion_bolsas_e_acessorios,949.0
utilidades_domesticas,99.99
ferramentas_jardim,578.0
cama_mesa_banho,54.9
esporte_lazer,119.8
utilidades_domesticas,39.9
ferramentas_jardim,42.65
fashion_bolsas_e_acessorios,19.9
beleza_saude,169.0
bebes,664.8
telefonia,39.99
alimentos,129.99
ferramentas_jardim,54.0
automotivo,205.0
utilidades_domesticas,53.24
moveis_decoracao,457.98
eletronicos,259.75
informatica_acessorios,11240.960000000001
beleza_saude,139.9
cama_mesa_banho,78.6
eletronicos,28.5
fashion_calcados,74.9
market_place,134.89
brinquedos,45.0
cama_mesa_banho,54.0
moveis_decoracao,25.9
ferramentas_jardim,317.34
fashion_bolsas_e_acessorios,41.3
moveis_decoracao,43.8
brinquedos,259.78
papelaria,58.0
cama_mesa_banho,89.94999999999999
utilidades_domesticas,24.9
moveis_escritorio,1483.82
ferramentas_jardim,56.33
beleza_saude,458.85
esporte_lazer,176.8
moveis_decoracao,29.9
esporte_lazer,11.2
papelaria,168.9
utilidades_domesticas,851.86
cama_mesa_banho,124.5
construcao_ferramentas_construcao,399.0
cama_mesa_banho,944.3000000000001
cama_mesa_banho,3172.1000000000004
moveis_decoracao,179.99
esporte_lazer,119.97
beleza_saude,109.13
livros_importados,165.0
moveis_sala,22.5
construcao_ferramentas_jardim,79.35
papelaria,87.9
informatica_acessorios,82.0
bebes,477.89
ferramentas_jardim,609.0
bebidas,119.0
eletronicos,229.9
pet_shop,280.0
consoles_games,72.9
beleza_saude,139.5
market_place,264.92
alimentos,95.0
artigos_de_natal,85.2
informatica_acessorios,59.9
informatica_acessorios,180.0
utilidades_domesticas,115.96
brinquedos,201.1
eletrodomesticos,455.0
telefonia,49.99
relogios_presentes,115.0
informatica_acessorios,126.0
bebes,401.7
beleza_saude,1819.92
moveis_decoracao,50.0
ferramentas_jardim,119.9
utilidades_domesticas,25.0
consoles_games,39.9
telefonia,89.31
beleza_saude,129.9
informatica_acessorios,65.0
automotivo,174.8
market_place,599.5
automotivo,189.88
casa_construcao,233.7
fashion_bolsas_e_acessorios,89.9
construcao_ferramentas_construcao,578.0
automotivo,343.1
brinquedos,68.99
beleza_saude,39.9
cool_stuff,118.9
alimentos,137.5
moveis_decoracao,299.67
informatica_acessorios,39.99
moveis_decoracao,397.0
automotivo,1203.0
moveis_decoracao,74.69999999999999
utilidades_domesticas,212.3
esporte_lazer,99.0
informatica_acessorios,63.8
cama_mesa_banho,38.9
beleza_saude,59.99
bebes,108.24
bebes,55.9
utilidades_domesticas,36.0
esporte_lazer,97.0
moveis_decoracao,79.99
brinquedos,19.98
moveis_decoracao,152.9
moveis_decoracao,169.8
pet_shop,109.9
instrumentos_musicais,53.9
bebes,76.45
cama_mesa_banho,99.8
ferramentas_jardim,4490.92
perfumaria,777.0
relogios_presentes,352.0
utilidades_domesticas,239.4
moveis_decoracao,117.0
papelaria,69.99
pet_shop,50.5
brinquedos,500.0
cama_mesa_banho,149.8
cama_mesa_banho,79.9
bebes,39.8
automotivo,26.5
utilidades_domesticas,42.839999999999996
beleza_saude,149.98000000000002
moveis_decoracao,36.9
bebes,66.9
automotivo,199.99
cool_stuff,190.8
cama_mesa_banho,441.68
utilidades_domesticas,79.9
eletronicos,35.35
eletrodomesticos,10.4
beleza_saude,131.0
telefonia,28.99
market_place,118.9
utilidades_domesticas,210.66
fashion_roupa_masculina,150.9
papelaria,209.5
dvds_blu_ray,14.9
brinquedos,33.9
fashion_bolsas_e_acessorios,20.3
automotivo,298.0
malas_acessorios,73.84
bebes,62.99
artigos_de_natal,79.9
instrumentos_musicais,321.0
alimentos_bebidas,126.0
cama_mesa_banho,59.699999999999996
ferramentas_jardim,765.0
fashion_bolsas_e_acessorios,140.94
automotivo,199.99
telefonia,189.9
construcao_ferramentas_iluminacao,171.99
fashion_bolsas_e_acessorios,279.3
moveis_escritorio,294.98
cama_mesa_banho,139.96
moveis_decoracao,179.98
esporte_lazer,99.9
esporte_lazer,39.0
telefonia_fixa,623.99
instrumentos_musicais,239.74
utilidades_domesticas,175.92
moveis_decoracao,34.99
relogios_presentes,1084.0
utilidades_domesticas,79.6
informatica_acessorios,374.88
relogios_presentes,1019.6999999999999
automotivo,49.99
informatica_acessorios,14.9
brinquedos,59.99
papelaria,226.0
informatica_acessorios,219.6
construcao_ferramentas_construcao,64.9
eletroportateis,76.0
automotivo,21.9
esporte_lazer,139.9
relogios_presentes,121.0
informatica_acessorios,509.09999999999997
cama_mesa_banho,107.5
informatica_acessorios,278.59999999999997
moveis_decoracao,98.7
moveis_decoracao,248.0
esporte_lazer,351.0
cama_mesa_banho,490.02
papelaria,479.0
esporte_lazer,276.5
papelaria,21.98
cama_mesa_banho,107.6
brinquedos,34.99
telefonia,19.99
moveis_decoracao,26.490000000000002
automotivo,159.0
moveis_decoracao,89.87
consoles_games,89.9
cama_mesa_banho,146.99
eletrodomesticos_2,128.65
informatica_acessorios,952.7700000000001
fashion_bolsas_e_acessorios,29.9
automotivo,59.9
utilidades_domesticas,14.0
construcao_ferramentas_jardim,384.5
cama_mesa_banho,6128.25
moveis_decoracao,119.9
perfumaria,12.35
ferramentas_jardim,49.9
telefonia,139.95
esporte_lazer,44.9
beleza_saude,31.0
perfumaria,22.5
esporte_lazer,35.0
informatica_acessorios,69.89
beleza_saude,1165.8999999999999
cama_mesa_banho,134.9
informatica_acessorios,89.94999999999999
relogios_presentes,1350.0
esporte_lazer,108.99
relogios_presentes,1166.5
brinquedos,119.9
relogios_presentes,189.0
utilidades_domesticas,560.5
cama_mesa_banho,199.8
cool_stuff,789.0
esporte_lazer,3597.0
malas_acessorios,61.9
instrumentos_musicais,367.94
artes,40.0
informatica_acessorios,27.9
perfumaria,128.2
moveis_decoracao,34.9
beleza_saude,284.96999999999997
moveis_decoracao,291.8
cama_mesa_banho,59.9
brinquedos,459.98
informatica_acessorios,35.0
cama_mesa_banho,78.6
informatica_acessorios,279.8
eletrodomesticos,37.8
bebes,121.69999999999999
automotivo,199.70000000000002
informatica_acessorios,190.32
utilidades_domesticas,23.99
esporte_lazer,217.0
utilidades_domesticas,474.0
ferramentas_jardim,21440.59
telefonia_fixa,69.8
cama_mesa_banho,133.99
papelaria,79.9
ferramentas_jardim,119.9
cama_mesa_banho,62.5
market_place,287.6
relogios_presentes,99.0
telefonia,149.94
moveis_decoracao,65.5
moveis_decoracao,479.6
moveis_escritorio,258.0
perfumaria,231.0
telefonia,29.9
fashion_bolsas_e_acessorios,94.6
relogios_presentes,8040.0
automotivo,123.51
automotivo,59.9
climatizacao,813.3
beleza_saude,614.65
fashion_bolsas_e_acessorios,70.0
beleza_saude,148.0
telefonia_fixa,408.99
utilidades_domesticas,69.9
construcao_ferramentas_jardim,99.9
cama_mesa_banho,61.9
construcao_ferramentas_construcao,907.8000000000001
fashion_bolsas_e_acessorios,30.0
ferramentas_jardim,5000.0
automotivo,16.1
casa_construcao,149.9
moveis_decoracao,200.0
moveis_decoracao,36.08
informatica_acessorios,399.8
market_place,131.96
automotivo,399.99
automotivo,250.0
relogios_presentes,59.9
cama_mesa_banho,78.99
cama_mesa_banho,477.0
telefonia,89.97
ferramentas_jardim,8.9
livros_interesse_geral,18.0
brinquedos,32.89
utilidades_domesticas,1104.0
moveis_decoracao,98.0
moveis_escritorio,279.9
cama_mesa_banho,53.2
esporte_lazer,450.8
relogios_presentes,3477.67
cama_mesa_banho,52.9
automotivo,149.9
cama_mesa_banho,66.7
eletronicos,69.9
moveis_decoracao,49.9
consoles_games,63.6
brinquedos,161.9
perfumaria,289.0
eletrodomesticos,87.99
ferramentas_jardim,102.72
cama_mesa_banho,233.18
cama_mesa_banho,897.0
fashion_bolsas_e_acessorios,147.6
consoles_games,1529.1000000000001
utilidades_domesticas,196.8
beleza_saude,62.9
climatizacao,169.9
automotivo,19.99
informatica_acessorios,518.0
cool_stuff,759.99
utilidades_domesticas,320.0
informatica_acessorios,903.0
cama_mesa_banho,155.7
cama_mesa_banho,270.29999999999995
cama_mesa_banho,630.0
cama_mesa_banho,398.28
bebidas,1246.0
